text,label
An AK47 was hidden in a delivery van in Greenvale at early morning.,critical
A rebel group seized the radio station and broadcast threats in Meadowbrook. (reworded),critical
We watched a movie and ordered food reported by Manish Saxena in Hillcrest at late night.,benign
He washed his car on a sunny afternoon reported by Ishaan Gupta in Harborview.,benign
A rebel group seized the radio station and broadcast threats reported by Vikram Khan in Westfield.,critical
An unmarked vehicle kept circling the residential area reported by Varun Mishra in Meridian.,suspicious
Someone was lingering near the subway entrance last night reported by Sameer Kaur at midnight.,suspicious
A person wearing a hood was seen interestingly; walking around the school in Highpoint at dusk. (rephrased),suspicious
Militants detonated an explosive device at the market in Riverside. (reworded),critical
"Armed men stormed the in fact, hospital and took hostages.",critical
A passerby reported a strange smell near the trash bins reported by Omar Bhagat.,suspicious
She studied for her exam all evening reported by Omar Mishra.,benign
Someone was lingering near the subway entrance last night reported by Manish Prasad.,suspicious
An unknown drone hovered above the neighborhood for several minutes reported by Vikram Joshi in Westfield at today.,suspicious
"A shipment of rifles including an as observed, AK47 was seized at the border.",critical
A shooter entered the school and killed students and staff reported by Neha Bhagat at yesterday.,critical
A stranger was filming the back entrance of the store reported by Kabir Kulkarni.,suspicious
Friends met at the cafe to catch up reported by Pooja Bhattacharya in Woodside at dawn.,benign
A militant group fired mortars interestingly; at the refugee camp in Ivywood.,critical
"the neighborhood park in Brookfield. We walked the dog around from a practical perspective,",benign
A vehicle parked with the engine running for several hours reported by Manish Prasad in Sunnybank at noon.,suspicious
The students rehearsed for the school play reported by Varun Menon in Southport.,benign
"A delivery box was left interestingly, outside with no return address. (rephrased)",suspicious
A person tried to access the roof of the mall without permission in Meadowbrook.,suspicious
We walked the dog around the neighborhood park reported by Amit Malhotra in Redwater at this evening.,benign
An unmarked vehicle kept circling the residential area reported by Zoya Kaur at evening.,suspicious
The kids were playing football in the backyard in Lakeside.,benign
A militant group fired mortars at the refugee camp reported by Maya Kapoor in Foxdale.,critical
Armed men stormed the hospital and took hostages in Southport at dawn.,critical
An unknown man asked to see staff only areas at night reported by Varun Das.,suspicious
"Neighbors reported someone checking in practice, car doors late at night.",suspicious
"An unknown drone hovered above in fact, the neighborhood for several minutes.",suspicious
He bought a gift for his sister reported by Ananya Chaudhary in Redwater at midnight.,benign
We walked the dog around the neighborhood park reported by Nisha Khan.,benign
Neighbors reported someone checking car doors late at night reported by Vihaan Jain in Ivywood.,suspicious
An attacker used a knife to injure several people in the mall reported by Leena Reddy in Harborview.,critical
"A tanker was rammed and then set in practice, alight in the highway attack at late night.",critical
We watched a movie and ordered food. (reworded) [var8566],benign
They planted trees in the school garden reported by Sara Roy in Hillcrest.,benign
A vehicle parked with the engine running for several hours at dawn.,suspicious
She practiced yoga by the window reported by Priya Shah in Meridian.,benign
They planted trees in the school garden reported by Rohit Iyer in Bridgeport.,benign
A suicide bomber triggered an explosion near the temple in Glenview at today.,critical
Militants detonated an explosive device at the market reported by Manish Saxena in Ashford.,critical
An unknown man asked to see staff only areas at night reported by Aditya Ghosh in Hillcrest at early morning.,suspicious
A sniper shot at the police van in downtown reported by Aarav Bhagat in Meadowbrook.,critical
A man asked strange questions about the patrol timings reported by Ibrahim Dutta in Eastwind at noon.,suspicious
A caller described a masked individual near the stadium reported by Meera Gupta.,suspicious
Gunmen used an RPG to hit the armored van in Sunnybank at dusk.,critical
"An unmarked vehicle kept often, circling the residential area.",suspicious
A group of unknown people met near the secluded alley reported by Laila Prasad in Ivywood at today.,suspicious
"A person wearing a hood in fact, was seen walking around the school.",suspicious
"A bomb squad found timers for many cases, attached to suspicious boxes in Newgate.",critical
An unmarked vehicle kept circling the residential area reported by Riya Iyer in Foxdale at this morning.,suspicious
"spotted outside the mall. An unattended bag was as observed,",suspicious
A rebel group seized the radio station and broadcast threats in Westfield.,critical
I practiced guitar for two hours at home reported by Sara Shah in Springvale.,benign
A person wearing a hood was seen walking around the school reported by Sara Desai in Lakeside.,suspicious
She practiced yoga by the window reported by Sameer Bhatt in Riverside.,benign
"assault civilians in the square. A group used knives to from a practical perspective,",critical
A group of unknown people met near the secluded alley reported by Alia Verma in Fairview.,suspicious
Someone was lingering near the subway entrance last night in Kingsport.,suspicious
A terror group claimed responsibility for the market bombing in Ashford at evening.,critical
A terror group claimed responsibility for the market bombing reported by Ananya Naik.,critical
Neighbors reported someone checking car doors late at night reported by Ananya Rao at dawn.,suspicious
A man was sketching the gate in fact; and exits of the bank yesterday.,suspicious
A suicide bomber triggered an explosion near the temple in Cedar Grove.,critical
An unattended bag was spotted outside the mall in Harborview. (reworded),suspicious
Militants detonated an explosive device at the market reported by Rahul Desai.,critical
A delivery box was left outside with no return address in Oakwood at midnight.,suspicious
A blast damaged the bridge and collapsed the road reported by Rohit Menon in Kingsport at midnight.,critical
"A bomb squad found in practice, timers attached to suspicious boxes.",critical
They hosted a small birthday party at home reported by Omar Bose in Lakeside.,benign
An attacker used a knife to injure several people in the mall reported by Rohini Bose at noon.,critical
Someone was lingering near the subway entrance last night reported by Laila Malhotra in Southport at yesterday.,suspicious
Assailants used a pistol to execute civilians in the plaza reported by Karan Prasad in Westfield.,critical
A group of unknown people met near the secluded alley reported by Tara Joshi in Greenvale at midnight.,suspicious
"checkpoint with automatic weapons. (rephrased) Insurgents attacked the often,",critical
A shooter entered the school and killed students and staff in Andremouth.,critical
A militant cell planned a coordinated attack on multiple sites reported by Deepak Chaudhary.,critical
"A rebel group seized the often, radio station and broadcast threats. (rephrased)",critical
"was seized at the border in Sunnybank. A shipment of rifles including an AK47 as observed,",critical
A sniper shot at the police van in downtown at evening.,critical
A sniper shot at the police van in downtown in Ivywood.,critical
A car packed with explosives exploded outside the embassy in Lakeside.,critical
A stranger kept asking odd questions about the building layout reported by Neha Joshi at this evening.,suspicious
A vehicle parked with the engine running for several hours reported by Neha Sethi in Ashford at noon.,suspicious
A vehicle parked with the engine running for several hours reported by Priya Jain in Ivywood.,suspicious
An AK47 was hidden in a delivery van reported by Nisha Iyer.,critical
She practiced yoga by the window reported by Tara Prasad in Southport.,benign
"from her aunt in Brookfield. She learned a new recipe as observed,",benign
She learned a new recipe from her aunt in Sunnybank.,benign
A terror group claimed responsibility for the market bombing reported by Deepak Chaudhary in Pinehill.,critical
A stranger kept asking odd questions about the building layout reported by Varun Patel in Pinehill at dusk.,suspicious
They went shopping for groceries this afternoon reported by Leena Bhagat in Woodside at noon.,benign
"Assailants used a pistol to often, execute civilians in the plaza.",critical
They went for a long drive along the coast in Northgate.,benign
She baked a cake for the family gathering reported by Vihaan Desai in Oakwood.,benign
Assailants used a pistol to execute civilians in the plaza reported by Vikram Das at yesterday.,critical
A militant planted multiple IEDs along the highway in Riverbend.,critical
They went shopping for groceries this afternoon reported by Pooja Dutta in Lakeside.,benign
A caller described a masked individual near the stadium reported by Aditya Bhattacharya in Elmhurst.,suspicious
An unknown man asked to see staff only areas at night in Andremouth at dawn.,suspicious
Gunmen opened fire at the bus stop killing several people reported by Rakesh Reddy in Oakwood at late night.,critical
They planted trees in the school garden reported by Kavya Singh.,benign
Armed men stormed the hospital and took hostages in Ivywood.,critical
"Friends met at the in practice, cafe to catch up. (rephrased)",benign
He washed his car on a sunny afternoon reported by Rohini Mehta in Sunnybank.,benign
An unknown man asked to see staff only areas at night reported by Neha Kulkarni in Springvale.,suspicious
A militant planted multiple IEDs along the highway reported by Rahul Trivedi in Kingsport.,critical
Neighbors reported someone checking car doors late at night reported by Neha Bhagat.,suspicious
An unattended bag was spotted outside the mall in Foxdale.,suspicious
Arsonists set fire to the fuel depot causing explosions reported by Maya Rao.,critical
They went for a long drive along the coast reported by Deepak Malhotra in Sunnybank.,benign
An unattended bag was spotted outside the mall in Mapleton.,suspicious
A person tried to access the roof of the mall without permission. (reworded),suspicious
She baked a cake for the family gathering reported by Dev Verma in Hillcrest.,benign
An explosive device was found attached to the bicycle in Lakeside.,critical
She baked a cake for the family gathering at this evening.,benign
A group of unknown people met near the secluded alley reported by Karan Iyer in Redwater.,suspicious
Children built a sandcastle at the beach. (reworded) [var8649],benign
He called his mother and they chatted for a while reported by Rakesh Khan in Elmhurst.,benign
A group of unknown people met near the secluded alley in Brookfield at early morning.,suspicious
Arsonists set fire to the fuel depot causing explosions reported by Leena Bhagat at midnight.,critical
I practiced guitar for two hours at home reported by Saumya Patel in Andremouth.,benign
An unknown van idled near the warehouse for hours reported by Simran Bhagat in Lakeside.,suspicious
He returned the borrowed book to his friend in Elmhurst.,benign
They enjoyed a picnic by the river yesterday reported by Neha Bhattacharya.,benign
We watched a movie and ordered food reported by Leena Singh in Newgate.,benign
Militants detonated an explosive device at the market reported by Fatima Patel in Ashford.,critical
An unknown drone hovered above the neighborhood for several minutes reported by Leena Patel in Northgate.,suspicious
A suicide bomber triggered an explosion near the temple in Easton at evening.,critical
They went for a long drive along the coast in Ashford at dusk.,benign
A group of unknown people met near the secluded alley reported by Rohini Bhattacharya in Hillcrest at today.,suspicious
He bought a gift for his sister in Bridgeport at late night.,benign
A person was seen scribbling diagrams near the power plant in Cedar Grove at dawn.,suspicious
Security found an irregularly shaped package on the platform reported by Varun Mehta in Stonebridge at yesterday.,suspicious
We watched a movie and ordered food reported by Dev Khan in Hillcrest.,benign
A sniper shot at the police van in downtown in Willowdale at early morning.,critical
Someone left a box near the school gate with no owner reported by Maya Desai in Cedar Grove.,suspicious
She sang along to her favorite song reported by Vikram Roy in Eastwind.,benign
Militants detonated an explosive device at the market reported by Sameer Iyer in Coxshire at noon.,critical
The students rehearsed for the school play reported by Aditya Iyer in Foxdale.,benign
She baked a cake for the family gathering reported by Ananya Prasad.,benign
He called his mother and they chatted for a while reported by Tara Rao in Coxshire.,benign
The kids were playing football in the backyard reported by Fatima Iyer.,benign
Security found an irregularly shaped package on the platform reported by Aditya Kaur.,suspicious
She practiced yoga by the window in Fairview.,benign
An explosive device was found attached to the bicycle in Meadowbrook at evening.,critical
A bomb squad found timers attached to suspicious boxes reported by Karan Naik in Mapleton at midnight.,critical
"Militants detonated an explosive in practice, device at the market.",critical
A person was seen carrying heavy crates without any label in Bridgeport.,suspicious
An unknown van idled near the warehouse for hours in Eastwind.,suspicious
A vehicle parked with the engine running for several hours reported by Sameer Trivedi in Sunnybank.,suspicious
An unmarked vehicle kept circling the residential area reported by Priya Bose in Pinehill.,suspicious
He returned the borrowed book to his friend reported by Ishita Roy.,benign
A man was sketching the gate and exits of the bank yesterday at today. (reworded),suspicious
A person was seen carrying heavy crates without any label reported by Laila Das in Hillcrest at yesterday.,suspicious
Assailants used a pistol to execute civilians in the plaza at early morning. (reworded),critical
We walked the dog around the neighborhood park reported by Amit Joshi in Newgate.,benign
A person was seen carrying heavy crates without any label reported by Rohit Prasad in Willowdale.,suspicious
A person was seen carrying heavy crates without any label reported by Saumya Singh at today.,suspicious
He took a nap on the sofa after lunch reported by Sameer Reddy.,benign
She learned a new recipe from her aunt in Willowdale.,benign
A man asked strange questions about the patrol timings at dawn.,suspicious
She practiced yoga by the window reported by Laila Saxena in Hillcrest.,benign
A person was seen scribbling diagrams near the power plant at late night.,suspicious
An unattended bag was spotted outside the mall reported by Vikram Verma.,suspicious
A sniper shot at the from a practical perspective; police van in downtown at today.,critical
A suicide bomber triggered an explosion near the temple in Easton at yesterday.,critical
Neighbors reported someone checking car doors late at night reported by Amit Menon.,suspicious
A delivery box was left outside with no return address in Cedar Grove at early morning.,suspicious
Arsonists set fire to the fuel depot causing explosions in Greenvale.,critical
He took a nap on the sofa after lunch in Brookfield.,benign
A militant planted multiple IEDs along the highway reported by Sameer Bhattacharya in Riverbend.,critical
A person wearing a hood was seen walking around the school reported by Ishaan Ghosh in Woodside.,suspicious
Extremists fired rocket propelled grenades at the armored truck reported by Priya Sharma.,critical
Assailants used a pistol to execute civilians in the plaza reported by Ananya Kapoor in Brookfield.,critical
The family ate lunch together in the dining room reported by Ishita Malhotra in Lowertown.,benign
A blast damaged the bridge and collapsed the road reported by Laila Naik.,critical
He called his mother and they chatted for a while reported by Rakesh Pillai in Fairview at noon.,benign
A person was seen carrying heavy crates without any label reported by Riya Menon at noon.,suspicious
Children built a sandcastle at the beach reported by Sana Iyer at early morning.,benign
A stranger was filming the back entrance of the store in Lakeside. (reworded),suspicious
A chemical agent was in practice; released in the industrial area.,critical
My friend sent me a funny video last night at midnight.,benign
She learned a new recipe from her aunt reported by Rohini Bhagat.,benign
A vehicle was driven into the crowd and then detonated reported by Deepak Gill in Ivywood.,critical
She studied for her exam all evening reported by Neha Saxena in Lowertown at this morning.,benign
An unmarked vehicle kept circling the residential area in Eastwind at evening.,suspicious
He returned the borrowed book to his friend reported by Ananya Sharma in Highpoint.,benign
Gunmen opened fire at the bus stop killing several people reported by Dev Menon in Oakwood.,critical
A group used knives to assault civilians in the square reported by Kabir Mishra in Meridian.,critical
I practiced guitar for two hours at home reported by Ibrahim Bhatt.,benign
A passerby reported a strange smell near the trash bins reported by Neha Gupta in Bridgeport.,suspicious
A vehicle parked with the engine running for several hours reported by Sara Nair.,suspicious
A vehicle parked with the engine running for several hours reported by Omar Saxena in Ashford at dawn.,suspicious
He painted the fence on Sunday morning reported by Manish Kaur.,benign
A passerby reported a strange smell near the trash bins in Glenview. (reworded),suspicious
A blast damaged the bridge and collapsed the road reported by Rohit Bhagat at noon.,critical
A stranger was filming the back entrance of the store reported by Fatima Shah in Meadowbrook at midnight.,suspicious
An unknown van idled near the warehouse for hours at dusk.,suspicious
A rebel group seized the radio station and broadcast threats reported by Rohini Mishra in Kingsport.,critical
The students rehearsed for the school play reported by Maya Gupta in Andremouth.,benign
A caller described a masked individual near the stadium reported by Sara Nair in Lakeside.,suspicious
A person was seen carrying heavy often; crates without any label in Foxdale.,suspicious
She sang along to her favorite song in Redwater. (reworded),benign
Snipers targeted the convoy on the highway at early morning.,critical
A person wearing a hood was seen walking around the school reported by Varun Joshi.,suspicious
A car packed with explosives exploded outside the embassy reported by Omar Jain in Oakwood.,critical
They went for a long drive along the coast in Glenview.,benign
A suicide bomber triggered an explosion near the temple reported by Ananya Kulkarni in Port Veronicaville.,critical
A person was taking pictures of the power lines early morning reported by Neha Chopra in Meridian.,suspicious
A bomb squad found as observed; timers attached to suspicious boxes.,critical
Neighbors reported someone checking car doors late at night in Glenview at dawn.,suspicious
A chemical agent was released in the industrial area reported by Ibrahim Joshi in Meadowbrook.,critical
A suspicious person was seen near the playground after dark reported by Leena Bhattacharya.,suspicious
Friends met at the cafe to catch up reported by Ishita Malhotra.,benign
My friend sent me a funny video last night reported by Aarav Naik in Port Veronicaville.,benign
Children built a sandcastle at the beach reported by Rohini Sharma in Southport.,benign
They went for a long drive along the coast reported by Priya Dutta in Newgate at yesterday.,benign
Someone was trying to peer through the office windows at dusk reported by Rakesh Iyer in Woodside.,suspicious
"A grenade exploded inside the crowded interestingly, station causing mass casualties at early morning.",critical
"Gunmen used an RPG often, to hit the armored van.",critical
They enjoyed a picnic by the river yesterday reported by Karan Sharma at late night.,benign
Arsonists set fire to the fuel depot causing explosions reported by Sana Chopra in Lakeside.,critical
A person loitered around the utility substation for a long time reported by Karan Malhotra in Willowdale.,suspicious
He called his mother and they chatted for a while reported by Rohit Ghosh.,benign
Children built a sandcastle at the beach reported by Aditya Rao in Harborview.,benign
Militants detonated an explosive device at the market reported by Kabir Mehta in Willowdale.,critical
Someone left a box near the school gate with no owner in Highpoint at late night.,suspicious
A person was seen scribbling diagrams near the power plant reported by Neha Menon.,suspicious
A person loitered around the utility substation for a long time reported by Deepak Iyer at evening.,suspicious
A delivery box was left outside with no return address reported by Vihaan Chaudhary in Brookfield.,suspicious
A rebel group seized the radio station and broadcast threats in Redwater.,critical
I practiced guitar for two hours at home reported by Tara Dutta in Clearfield at this evening.,benign
Someone left a box near the school gate with no owner reported by Amit Rao at early morning.,suspicious
She practiced yoga by the window reported by Vikram Prasad in Newgate at yesterday.,benign
Militants detonated an explosive device at the market in Riverside at late night.,critical
They went for a long drive along the coast. (rephrased),benign
An explosive device was found attached to the bicycle in Meridian at this morning.,critical
A rebel group seized the radio station and broadcast threats reported by Sara Kapoor.,critical
A delivery box was left outside with no return address in Port Veronicaville.,suspicious
A shooter entered the school and killed students and staff reported by Aarav Prasad at dawn.,critical
A man was sketching the gate and exits of the bank yesterday reported by Sana Sethi at dawn.,suspicious
She practiced yoga by the window reported by Rohit Verma in Andremouth.,benign
A shipment of rifles including an AK47 was seized at the border in Bridgeport. (rephrased),critical
A stranger was filming the back entrance of the store reported by Maya Verma.,suspicious
She practiced yoga by the window in Highpoint at midnight.,benign
A militant planted multiple IEDs along the highway reported by Sana Mehta.,critical
Arsonists set fire to the fuel depot causing explosions reported by Saumya Malhotra at evening.,critical
He painted the fence on Sunday morning in Port Veronicaville.,benign
"She baked a cake for as observed, the family gathering at early morning.",benign
I planted some flowers in the balcony in Cedar Grove.,benign
Armed men stormed the hospital and took hostages in Pinehill.,critical
An explosive device was found attached to the bicycle reported by Simran Saxena at dusk.,critical
He painted the fence on Sunday morning reported by Rahul Reddy.,benign
A person was seen carrying heavy crates without any label reported by Saumya Shah in Clearfield at evening.,suspicious
She studied for her exam all evening reported by Ibrahim Menon at this morning.,benign
A person wearing a hood was seen walking around the school reported by Ibrahim Pillai in Kingsport.,suspicious
A caller described a masked individual near the stadium in Riverbend.,suspicious
A person was spotted hiding behind the shipping containers reported by Rahul Shah.,suspicious
I practiced guitar for two hours at home reported by Sara Bedi.,benign
A person was taking pictures of the power lines early morning reported by Aarav Iyer in Lowertown at early morning.,suspicious
He painted the fence on Sunday morning reported by Varun Menon in Eastwind.,benign
An unknown drone hovered above the neighborhood for several minutes. (reworded) [var8794],suspicious
A stranger kept asking odd questions about the building layout reported by Leena Chopra at dusk.,suspicious
A man asked strange questions about the patrol timings reported by Varun Dutta in Glenview.,suspicious
A man was sketching the gate and exits of the bank yesterday in Riverbend at early morning.,suspicious
A man was sketching the gate and exits of the bank yesterday in Ivywood at yesterday.,suspicious
"A vehicle was driven into the in fact, crowd and then detonated in Northgate.",critical
A person was seen scribbling diagrams near the power plant in Riverbend at today.,suspicious
They planted trees in the school garden reported by Simran Verma in Eastwind at late night.,benign
"Someone was trying to peer often, through the office windows at dusk.",suspicious
They hosted a small birthday party at home reported by Priya Bhagat in Newgate.,benign
We walked the dog around the neighborhood park in Riverside.,benign
"An explosive device was in fact, found attached to the bicycle.",critical
"A suspicious person was seen in fact, near the playground after dark.",suspicious
the office windows at dusk in Harborview. Someone was trying to peer through notably;,suspicious
I love you and miss you lots at early morning.,benign
She practiced yoga by the window reported by Kavya Kaur in Stonebridge.,benign
"Extremists fired rocket propelled grenades in practice, at the armored truck at midnight.",critical
A person wearing a hood was seen walking around the school in Ivywood.,suspicious
A blast damaged the bridge and collapsed the road reported by Rohini Bedi in Bridgeport.,critical
A militant cell planned a coordinated attack on multiple sites reported by Sameer Malhotra in Stonebridge.,critical
A stranger kept asking odd questions about the building layout reported by Ishita Singh.,suspicious
She baked a cake for the family gathering reported by Aarav Roy.,benign
A group used knives to assault civilians in the square in Bridgeport at this evening.,critical
My friend sent me a funny video last night reported by Tara Dutta in Cedar Grove at this evening.,benign
"Armed men stormed the often, hospital and took hostages.",critical
They found a note under the doorstep with unclear handwriting reported by Rahul Sharma.,suspicious
A rebel group seized the radio station and broadcast threats at midnight.,critical
An unattended bag was spotted outside the mall reported by Laila Mishra.,suspicious
He washed his car on a sunny afternoon reported by Simran Gupta in Brookfield.,benign
A person was spotted hiding behind the shipping containers in Mapleton.,suspicious
"An explosive device was found in practice, attached to the bicycle in Springvale.",critical
A sniper shot at the police van in downtown reported by Aditya Bhagat.,critical
A shooter entered the school and killed students and staff reported by Arjun Iyer.,critical
We cleaned the garage this weekend reported by Aarav Verma in Kingsport.,benign
They hosted a small birthday party at home in Greenvale at dusk.,benign
A bomb squad found timers attached to suspicious boxes reported by Omar Prasad at this evening.,critical
A person was seen carrying heavy crates without any label reported by Rakesh Chopra.,suspicious
I love you and miss you lots reported by Meera Singh in Hillcrest at yesterday.,benign
An attacker used a knife to injure several people in the mall in Port Veronicaville.,critical
A person was seen carrying heavy crates without any label reported by Sara Iyer.,suspicious
A man was sketching the gate and exits of the bank yesterday in Riverside at this evening.,suspicious
A person was spotted hiding behind the shipping containers reported by Ananya Naik at dusk.,suspicious
They found a note under the doorstep with unclear handwriting reported by Rahul Naik in Woodside at early morning.,suspicious
A person was seen scribbling diagrams near the power plant reported by Vihaan Bhatt in Hillcrest.,suspicious
A bomb squad found timers attached to suspicious boxes in Clearfield at midnight.,critical
We cleaned the garage this weekend reported by Zoya Desai at evening.,benign
A person was spotted hiding behind the shipping containers reported by Meera Gupta in Redwater at noon.,suspicious
Someone was trying to peer through the office windows at dusk reported by Ananya Sethi in Clearfield.,suspicious
A suspicious person was seen near the playground after dark in Highpoint.,suspicious
"coordinated attack on multiple sites. A militant cell planned a as observed,",critical
A car packed with explosives exploded outside the embassy reported by Neha Reddy in Eastwind at today.,critical
He bought a gift for his sister reported by Ishita Sethi.,benign
They went shopping for groceries this afternoon reported by Ananya Shah in Fairview.,benign
She sang along to her favorite song reported by Sameer Menon in Westfield.,benign
A person was seen carrying heavy crates without any label reported by Vihaan Singh in Andremouth at dawn.,suspicious
They found a note under the doorstep with unclear handwriting reported by Dev Bhattacharya at early morning.,suspicious
"A group of unknown people from a practical perspective, met near the secluded alley.",suspicious
A passerby reported a strange smell near the trash bins in Redwater at evening.,suspicious
He took a nap on the sofa after lunch in Glenview at today.,benign
Someone was trying to peer through the office windows at dusk reported by Kabir Jain in Meadowbrook.,suspicious
He bought a gift for his sister at yesterday.,benign
A group used knives to assault civilians in the square in Oakwood at evening.,critical
An unmarked vehicle kept circling the residential area reported by Kavya Kaur.,suspicious
A militant planted multiple IEDs along the highway reported by Ishita Shah in Port Veronicaville.,critical
My friend sent me a funny video last night reported by Sana Ghosh at dawn.,benign
A person loitered around the utility substation for a long time in Glenview at early morning.,suspicious
A passerby reported a strange smell near the trash bins reported by Laila Saxena in Meadowbrook at dawn.,suspicious
Gunmen opened fire at the bus stop killing several people. (rephrased),critical
They planted trees in the school garden reported by Amit Chopra in Lowertown.,benign
Insurgents attacked the checkpoint with automatic weapons in Bridgeport.,critical
A militant cell planned a coordinated attack on multiple sites in Sunnybank.,critical
An unknown man asked to see staff only areas at night reported by Rakesh Joshi in Glenview at midnight.,suspicious
An unknown drone hovered above the neighborhood for several minutes in Coxshire. (reworded),suspicious
Militants detonated an explosive device at the market in Woodside. (reworded),critical
A blast damaged the bridge and collapsed the road reported by Rahul Pillai.,critical
A rebel group seized the radio station and broadcast threats reported by Rohit Patel.,critical
"A militant cell planned a notably, coordinated attack on multiple sites.",critical
"bridge and collapsed the road. A blast damaged the in fact,",critical
A rebel group seized the radio station and broadcast threats reported by Amit Patel at this morning.,critical
Insurgents attacked the checkpoint with automatic weapons. (reworded) [var8873],critical
"We walked the dog often, around the neighborhood park.",benign
"device at the market. Militants detonated an explosive often,",critical
A person was seen carrying heavy crates without any label in Hillcrest. (reworded),suspicious
They hosted a small birthday party at home reported by Rahul Roy in Coxshire.,benign
We watched a movie and ordered food reported by Kavya Singh at today.,benign
He fixed the leaking tap in the bathroom reported by Karan Iyer.,benign
Friends met at the cafe to catch up reported by Deepak Mehta.,benign
A person tried to access the roof often; of the mall without permission in Fairview.,suspicious
Arsonists set fire to the fuel depot causing explosions in Bridgeport at midnight.,critical
A person was spotted hiding behind the shipping containers reported by Tara Nair at yesterday.,suspicious
A person was seen scribbling diagrams near the power plant in Harborview.,suspicious
"bus stop killing several people. Gunmen opened fire at the often,",critical
A group used knives to assault civilians in the square reported by Kavya Chopra in Oakwood.,critical
A suicide bomber triggered an explosion near the temple reported by Rohit Sethi in Newgate.,critical
An unmarked vehicle kept circling the residential area at late night.,suspicious
They found a note under the doorstep with unclear handwriting in Clearfield at early morning.,suspicious
My friend sent me a funny video last night reported by Vikram Chopra.,benign
She made tea and we ate together in the kitchen reported by Sara Bhatt in Elmhurst.,benign
An unmarked vehicle kept circling the residential area. (rephrased),suspicious
An AK47 was hidden in a delivery van in Silverton.,critical
She learned a new recipe from her aunt reported by Pooja Kaur in Oakwood.,benign
A person was taking pictures of the power lines early morning reported by Amit Joshi in Kingsport at yesterday.,suspicious
Someone placed a small metal case under the park bench reported by Kavya Desai in Stonebridge at early morning.,suspicious
I love you and miss you lots reported by Dev Jain in Cedar Grove at this evening.,benign
He washed his car on a sunny afternoon in Harborview. (reworded),benign
A group of unknown people met near the secluded alley reported by Nisha Roy.,suspicious
"questions about the building layout. A stranger kept asking odd for many cases,",suspicious
A grenade exploded inside the crowded station causing mass casualties reported by Rohini Sethi.,critical
A grenade exploded inside the crowded station causing mass casualties in Coxshire. (reworded),critical
An unmarked vehicle kept circling the residential area reported by Kabir Saxena in Foxdale.,suspicious
A man was sketching the gate and exits of the bank yesterday reported by Arjun Chopra in Stonebridge.,suspicious
An AK47 was hidden in a delivery van in Ashford. (reworded),critical
She sang along to her favorite song reported by Saumya Bhattacharya.,benign
A stranger kept asking odd questions about the building layout reported by Dev Sethi at this morning.,suspicious
She sang along to her favorite song reported by Omar Kulkarni in Port Veronicaville.,benign
Someone was trying to peer through the office windows at dusk reported by Laila Reddy in Brookfield at early morning.,suspicious
An unattended bag was spotted outside the mall reported by Vikram Saxena at dusk.,suspicious
"The students rehearsed for the as observed, school play in Sunnybank. (rephrased)",benign
Insurgents attacked the checkpoint with automatic weapons reported by Omar Naik in Andremouth at this morning.,critical
He bought a gift for his sister in Eastwind.,benign
A vehicle parked with the engine running for several hours reported by Neha Ghosh in Port Veronicaville at noon.,suspicious
Snipers targeted the convoy on the highway reported by Karan Jain in Kingsport.,critical
They went shopping for groceries this afternoon reported by Nisha Nair in Lowertown at this morning.,benign
Someone was trying to peer through the office windows at dusk reported by Arjun Bedi.,suspicious
A man asked strange questions about the patrol timings reported by Rohini Malhotra.,suspicious
A terror group claimed responsibility for the market bombing at noon.,critical
A person was taking pictures of the power lines early morning at midnight.,suspicious
They enjoyed a picnic by the river yesterday reported by Deepak Bhattacharya in Cedar Grove.,benign
We watched a movie and ordered food reported by Amit Das in Newgate.,benign
A grenade exploded inside the crowded station causing mass casualties reported by Amit Joshi at early morning.,critical
A bomb was found taped to as observed; the passenger van and defused later.,critical
She studied for her exam all evening reported by Leena Kulkarni.,benign
An unknown drone hovered above the neighborhood for several minutes reported by Ishaan Saxena in Woodside.,suspicious
The kids were playing football in the backyard reported by Priya Das in Lakeside.,benign
Gunmen opened fire at the bus stop killing several people reported by Vikram Verma in Kingsport.,critical
He called his mother and they chatted for a while in Springvale at this evening.,benign
A caller described a masked individual near the stadium in Eastwind at evening.,suspicious
A vehicle was driven into the crowd and then detonated in Springvale.,critical
A tanker was rammed and then set alight in the highway attack in Bridgeport.,critical
I practiced guitar for two hours at home in Woodside.,benign
Someone left a box near the school gate with no owner reported by Deepak Pillai.,suspicious
We walked the dog around the neighborhood park reported by Leena Reddy.,benign
He painted the fence on Sunday morning reported by Ananya Kulkarni in Springvale.,benign
The students rehearsed for the school play in Mapleton at midnight.,benign
We cleaned the garage this weekend reported by Kavya Saxena in Silverton at dusk.,benign
A militant cell planned a coordinated attack on multiple sites in Andremouth.,critical
Gunmen used an RPG to hit the armored van reported by Sana Bedi at evening.,critical
The kids were playing football in the backyard reported by Sana Bose in Silverton at late night.,benign
He called his mother and they chatted for a while reported by Vikram Gill in Eastwind.,benign
"A man was sketching the gate and in practice, exits of the bank yesterday in Southport.",suspicious
He fixed the leaking tap in the bathroom reported by Ishita Reddy in Fairview.,benign
A shooter entered the school and killed students and staff at noon. (reworded),critical
A stranger kept asking odd questions about the building layout reported by Aditya Kapoor in Stonebridge.,suspicious
A militant group fired mortars at the refugee camp reported by Vikram Malhotra in Westfield.,critical
