13:30.	B-TIME

Military	O
sources	O
say	O
Charlene	B-PERSON
Carlson	B-PERSON
planned	O
a	O
strike	O
at	O
Weberhaven	B-LOCATION
using	O
IED	B-WEAPON
at	O
evening.	B-TIME

Authorities	O
in	O
Johnnyhaven	B-LOCATION
detained	O
Savannah	B-PERSON
Taylor	B-PERSON
with	O
explosives	O
resembling	O
sniper	O
rifle	O
at	O
20:15.	B-TIME

A	O
joint	O
operation	O
led	O
by	O
Jaclyn	B-PERSON
Franklin	B-PERSON
uncovered	O
hidden	O
IED	B-WEAPON
caches	O
in	O
West	O
Brandyland.	O

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
sniper	O
rifle	O
in	O
Blairfurt	B-LOCATION
led	O
by	O
Michael	B-PERSON
Hull	B-PERSON
at	O
07:45.	B-TIME

Multiple	O
drones	O
carrying	O
RPG	B-WEAPON
spotted	O
near	O
Smallmouth	B-LOCATION
just	O
after	O
03:00.	B-TIME

Authorities	O
in	O
Deniseside	B-LOCATION
detained	O
Stephanie	B-PERSON
Henderson	B-PERSON
with	O
explosives	O
resembling	O
RPG	B-WEAPON
at	O
07:45.	B-TIME

07:45:	B-TIME
Surveillance	O
detected	O
Douglas	B-PERSON
Gray	B-PERSON
transporting	O
IED	B-WEAPON
through	O
Savannahfurt.	B-LOCATION

Jillian	B-PERSON
Perez	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
North	O
Ariel	O
using	O
AK-47	B-WEAPON
at	O
07:45.	B-TIME

A	O
joint	O
operation	O
led	O
by	O
Joanne	B-PERSON
Gibson	B-PERSON
uncovered	O
hidden	O
sniper	O
rifle	O
caches	O
in	O
New	O
Timothy.	O

07:45:	B-TIME
Surveillance	O
detected	O
Ashley	B-PERSON
Hodge	B-PERSON
transporting	O
RPG	B-WEAPON
through	O
New	O
Rodneyshire.	O

Daniel	B-PERSON
Lopez	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Stevenstad	B-LOCATION
around	O
13:30.	B-TIME

Authorities	O
in	O
North	O
Lisafort	O
detained	O
Lori	B-PERSON
Richardson	B-PERSON
with	O
explosives	O
resembling	O
AK-47	B-WEAPON
at	O
20:15.	B-TIME

Nicholas	B-PERSON
Lopez	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
East	O
Wandaton	O
using	O
AK-47	B-WEAPON
at	O
07:45.	B-TIME

evening:	B-TIME
Surveillance	O
detected	O
Christina	B-PERSON
Lee	B-PERSON
transporting	O
RPG	B-WEAPON
through	O
South	O
Joseview.	O

Kelsey	B-PERSON
Clay	O
MD	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
Scottland	B-LOCATION
using	O
sniper	O
rifle	O
at	O
dawn.	B-TIME

Larry	B-PERSON
Miller	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Caseyside	B-LOCATION
around	O
dawn.	B-TIME

Albert	B-PERSON
Moore	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
Bradfordbury	B-LOCATION
using	O
chemical	O
gas	O
at	O
20:15.	B-TIME

A	O
joint	O
operation	O
led	O
by	O
Edward	B-PERSON
Jones	B-PERSON
uncovered	O
hidden	O
sniper	O
rifle	O
caches	O
in	O
Coryville.	B-LOCATION

At	O
dawn,	B-TIME
Erin	B-PERSON
Sims	B-PERSON
met	O
with	O
Ashley	B-PERSON
Johnson	B-PERSON
in	O
Williamsberg	B-LOCATION
to	O
discuss	O
sniper	O
rifle.	O

Melissa	B-PERSON
Simpson	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
East	O
Kayla	O
around	O
03:00.	B-TIME

evening:	B-TIME
Surveillance	O
detected	O
Courtney	B-PERSON
Anderson	B-PERSON
transporting	O
sniper	O
rifle	O
through	O
Levinehaven.	B-LOCATION

Authorities	O
in	O
Hurstview	B-LOCATION
detained	O
Christopher	B-PERSON
Freeman	B-PERSON
with	O
explosives	O
resembling	O
AK-47	B-WEAPON
at	O
evening.	B-TIME

A	O
joint	O
operation	O
led	O
by	O
Johnathan	B-PERSON
Mcclure	B-PERSON
uncovered	O
hidden	O
grenade	B-WEAPON
caches	O
in	O
New	O
Madison.	O

Authorities	O
in	O
West	O
Christophermouth	O
detained	O
Cory	B-PERSON
Dorsey	B-PERSON
with	O
explosives	O
resembling	O
sniper	O
rifle	O
at	O
03:00.	B-TIME

Andrew	B-PERSON
Brown	B-PERSON
and	O
Rebecca	B-PERSON
Garcia	B-PERSON
conducted	O
a	O
drill	O
with	O
sniper	O
rifle	O
near	O
Lake	O
Paul	O
around	O
07:45.	B-TIME

Paige	B-PERSON
Howard	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Chapmanfort	B-LOCATION
around	O
evening.	B-TIME

Angela	B-PERSON
Kim	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Lake	O
Emilyfurt	O
around	O
13:30.	B-TIME

At	O
07:45,	B-TIME
Susan	B-PERSON
Carter	B-PERSON
met	O
with	O
Emily	B-PERSON
Graham	B-PERSON
in	O
South	O
Theresa	O
to	O
discuss	O
IED.	B-WEAPON

A	O
joint	O
operation	O
led	O
by	O
Joshua	B-PERSON
Malone	B-PERSON
uncovered	O
hidden	O
IED	B-WEAPON
caches	O
in	O
Franklinmouth.	B-LOCATION

Military	O
sources	O
say	O
Anthony	B-PERSON
Jordan	B-PERSON
planned	O
a	O
strike	O
at	O
Daniellebury	B-LOCATION
using	O
IED	B-WEAPON
at	O
13:30.	B-TIME

Dennis	B-PERSON
Martin	B-PERSON
and	O
Craig	B-PERSON
Vincent	B-PERSON
conducted	O
a	O
drill	O
with	O
grenade	B-WEAPON
near	O
Samuelport	B-LOCATION
around	O
dawn.	B-TIME

At	O
dawn,	B-TIME
Zoe	B-PERSON
Gates	B-PERSON
met	O
with	O
Shelby	B-PERSON
Gonzalez	B-PERSON
in	O
Michelleview	B-LOCATION
to	O
discuss	O
chemical	O
gas.	O

A	O
joint	O
operation	O
led	O
by	O
Sandra	B-PERSON
Armstrong	B-PERSON
uncovered	O
hidden	O
AK-47	B-WEAPON
caches	O
in	O
Jacobfort.	B-LOCATION

At	O
03:00,	B-TIME
Tyler	B-PERSON
Parker	B-PERSON
met	O
with	O
Nicolas	B-PERSON
Kim	B-PERSON
in	O
Stoneberg	B-LOCATION
to	O
discuss	O
IED.	B-WEAPON

Multiple	O
drones	O
carrying	O
AK-47	B-WEAPON
spotted	O
near	O
Bradfordberg	B-LOCATION
just	O
after	O
13:30.	B-TIME

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
AK-47	B-WEAPON
in	O
Christopherhaven	B-LOCATION
led	O
by	O
Megan	B-PERSON
Campos	B-PERSON
at	O
evening.	B-TIME

At	O
dawn,	B-TIME
Kimberly	B-PERSON
Gonzales	B-PERSON
met	O
with	O
Daniel	B-PERSON
Valdez	B-PERSON
in	O
Christopherchester	B-LOCATION
to	O
discuss	O
IED.	B-WEAPON

Military	O
sources	O
say	O
Peter	B-PERSON
Thompson	B-PERSON
planned	O
a	O
strike	O
at	O
South	O
Travisview	O
using	O
chemical	O
gas	O
at	O
20:15.	B-TIME

Teresa	B-PERSON
Pope	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
Port	O
Raymondville	O
using	O
IED	B-WEAPON
at	O
dawn.	B-TIME

A	O
joint	O
operation	O
led	O
by	O
Charles	B-PERSON
White	B-PERSON
uncovered	O
hidden	O
drone	B-WEAPON
caches	O
in	O
South	O
Abigailtown.	O

Multiple	O
drones	O
carrying	O
chemical	O
gas	O
spotted	O
near	O
Lake	O
Amberfurt	O
just	O
after	O
07:45.	B-TIME

Multiple	O
drones	O
carrying	O
AK-47	B-WEAPON
spotted	O
near	O
Port	O
Tonyafort	O
just	O
after	O
midnight.	B-TIME

Caitlyn	B-PERSON
Frye	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
East	O
Susan	O
around	O
20:15.	B-TIME

07:45:	B-TIME
Surveillance	O
detected	O
Carol	B-PERSON
Flores	B-PERSON
transporting	O
grenade	B-WEAPON
through	O
Lake	O
Timothy.	O

A	O
joint	O
operation	O
led	O
by	O
Nicole	B-PERSON
Medina	B-PERSON
uncovered	O
hidden	O
chemical	O
gas	O
caches	O
in	O
Port	O
Julia.	O

A	O
joint	O
operation	O
led	O
by	O
Adam	B-PERSON
Frey	B-PERSON
uncovered	O
hidden	O
AK-47	B-WEAPON
caches	O
in	O
Jasonton.	B-LOCATION

Christopher	B-PERSON
Meyers	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Chandlerbury	B-LOCATION
around	O
20:15.	B-TIME

Deborah	B-PERSON
Jones	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
Carterbury	B-LOCATION
using	O
drone	B-WEAPON
at	O
03:00.	B-TIME

dawn:	B-TIME
Surveillance	O
detected	O
Timothy	B-PERSON
Singh	B-PERSON
transporting	O
RPG	B-WEAPON
through	O
Cannonton.	B-LOCATION

Military	O
sources	O
say	O
Andrew	B-PERSON
Gomez	B-PERSON
planned	O
a	O
strike	O
at	O
New	O
Jasonhaven	O
using	O
RPG	B-WEAPON
at	O
07:45.	B-TIME

Military	O
sources	O
say	O
Amanda	B-PERSON
Daniel	B-PERSON
planned	O
a	O
strike	O
at	O
Franklinside	B-LOCATION
using	O
drone	B-WEAPON
at	O
13:30.	B-TIME

Alexis	B-PERSON
Cardenas	B-PERSON
and	O
Stephanie	B-PERSON
Williams	B-PERSON
conducted	O
a	O
drill	O
with	O
AK-47	B-WEAPON
near	O
North	O
Matthewville	O
around	O
03:00.	B-TIME

Military	O
sources	O
say	O
Jody	B-PERSON
Lambert	B-PERSON
planned	O
a	O
strike	O
at	O
Lake	O
Laura	O
using	O
RPG	B-WEAPON
at	O
midnight.	B-TIME

Michelle	B-PERSON
Ramirez	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Cruzborough	B-LOCATION
around	O
dawn.	B-TIME

Kristie	B-PERSON
Coleman	B-PERSON
and	O
John	B-PERSON
Wu	B-PERSON
conducted	O
a	O
drill	O
with	O
RPG	B-WEAPON
near	O
South	O
Tracybury	O
around	O
midnight.	B-TIME

Kathryn	B-PERSON
Garcia	B-PERSON
and	O
Derrick	B-PERSON
Moore	B-PERSON
conducted	O
a	O
drill	O
with	O
sniper	O
rifle	O
near	O
Herrerachester	B-LOCATION
around	O
midnight.	B-TIME

Multiple	O
drones	B-WEAPON
carrying	O
drone	B-WEAPON
spotted	O
near	O
Douglasmouth	B-LOCATION
just	O
after	O
13:30.	B-TIME

Mark	B-PERSON
Johnson	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
South	O
Alexshire	O
around	O
13:30.	B-TIME

Authorities	O
in	O
Port	O
Amandaton	O
detained	O
Jay	B-PERSON
James	B-PERSON
with	O
explosives	O
resembling	O
chemical	O
gas	O
at	O
evening.	B-TIME

Daniel	B-PERSON
Hanna	B-PERSON
and	O
Jacqueline	B-PERSON
Riley	B-PERSON
conducted	O
a	O
drill	O
with	O
AK-47	B-WEAPON
near	O
Lake	O
Jenniferborough	O
around	O
midnight.	B-TIME

Multiple	O
drones	O
carrying	O
grenade	B-WEAPON
spotted	O
near	O
Jorgeland	B-LOCATION
just	O
after	O
dawn.	B-TIME

Dylan	B-PERSON
Jimenez	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Kellystad	B-LOCATION
around	O
midnight.	B-TIME

20:15:	B-TIME
Surveillance	O
detected	O
Eric	B-PERSON
Thornton	B-PERSON
transporting	O
grenade	B-WEAPON
through	O
New	O
Kelly.	O

At	O
evening,	B-TIME
Robert	B-PERSON
Ruiz	B-PERSON
met	O
with	O
Kevin	B-PERSON
Williams	B-PERSON
in	O
New	O
Brandonport	O
to	O
discuss	O
RPG.	B-WEAPON

Authorities	O
in	O
North	O
Tiffanyton	O
detained	O
Jacob	B-PERSON
Fuller	B-PERSON
with	O
explosives	O
resembling	O
drone	B-WEAPON
at	O
20:15.	B-TIME

Authorities	O
in	O
New	O
Susanchester	O
detained	O
Patricia	B-PERSON
Gardner	B-PERSON
with	O
explosives	O
resembling	O
chemical	O
gas	O
at	O
evening.	B-TIME

Authorities	O
in	O
Charlesside	B-LOCATION
detained	O
Joe	B-PERSON
Juarez	O
III	B-PERSON
with	O
explosives	O
resembling	O
drone	B-WEAPON
at	O
20:15.	B-TIME

Catherine	B-PERSON
Jackson	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
New	O
Holly	O
using	O
AK-47	B-WEAPON
at	O
evening.	B-TIME

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
drone	B-WEAPON
in	O
West	O
Veronicafort	O
led	O
by	O
Lance	B-PERSON
Wyatt	B-PERSON
at	O
dawn.	B-TIME

Ashley	B-PERSON
Reed	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
West	O
Dennisberg	O
using	O
chemical	O
gas	O
at	O
20:15.	B-TIME

20:15:	B-TIME
Surveillance	O
detected	O
Patricia	B-PERSON
Montoya	B-PERSON
transporting	O
RPG	B-WEAPON
through	O
Meyersstad.	B-LOCATION

A	O
joint	O
operation	O
led	O
by	O
Jordan	B-PERSON
Tran	B-PERSON
uncovered	O
hidden	O
drone	B-WEAPON
caches	O
in	O
East	O
Andreafort.	O

Military	O
sources	O
say	O
Megan	B-PERSON
Blevins	B-PERSON
planned	O
a	O
strike	O
at	O
Cordovashire	B-LOCATION
using	O
chemical	O
gas	O
at	O
13:30.	B-TIME

Amanda	B-PERSON
Mcdonald	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
Port	O
Maria	O
using	O
AK-47	B-WEAPON
at	O
07:45.	B-TIME

Rebecca	B-PERSON
Rodriguez	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
East	O
Scott	O
around	O
13:30.	B-TIME

Vanessa	B-PERSON
Ross	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
Jensenview	B-LOCATION
using	O
AK-47	B-WEAPON
at	O
midnight.	B-TIME

Stephanie	B-PERSON
Matthews	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
North	O
Chelsea	O
using	O
sniper	O
rifle	O
at	O
dawn.	B-TIME

Michael	B-PERSON
Barnes	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Myersfurt	B-LOCATION
around	O
07:45.	B-TIME

Multiple	O
drones	O
carrying	O
AK-47	B-WEAPON
spotted	O
near	O
West	O
Jenniferfurt	O
just	O
after	O
20:15.	B-TIME

Chase	B-PERSON
Green	B-PERSON
and	O
Brian	B-PERSON
Robertson	B-PERSON
conducted	O
a	O
drill	O
with	O
grenade	B-WEAPON
near	O
Wellschester	B-LOCATION
around	O
midnight.	B-TIME

Military	O
sources	O
say	O
Michael	B-PERSON
Jones	B-PERSON
planned	O
a	O
strike	O
at	O
Lake	O
Lisachester	O
using	O
drone	B-WEAPON
at	O
07:45.	B-TIME

Authorities	O
in	O
Cooperchester	B-LOCATION
detained	O
Scott	B-PERSON
Guzman	B-PERSON
with	O
explosives	O
resembling	O
sniper	O
rifle	O
at	O
07:45.	B-TIME

evening:	B-TIME
Surveillance	O
detected	O
Joshua	B-PERSON
Kramer	B-PERSON
transporting	O
sniper	O
rifle	O
through	O
North	O
Jennifer.	O

Military	O
sources	O
say	O
Lee	B-PERSON
Aguirre	B-PERSON
planned	O
a	O
strike	O
at	O
Thomasmouth	B-LOCATION
using	O
sniper	O
rifle	O
at	O
dawn.	B-TIME

Military	O
sources	O
say	O
Lee	B-PERSON
Riley	B-PERSON
planned	O
a	O
strike	O
at	O
Jenniferborough	B-LOCATION
using	O
RPG	B-WEAPON
at	O
evening.	B-TIME

Multiple	O
drones	O
carrying	O
grenade	B-WEAPON
spotted	O
near	O
North	O
Lisaborough	O
just	O
after	O
midnight.	B-TIME

Haley	B-PERSON
Montes	B-PERSON
and	O
Jerome	B-PERSON
Powell	B-PERSON
conducted	O
a	O
drill	O
with	O
RPG	B-WEAPON
near	O
East	O
Jessica	O
around	O
07:45.	B-TIME

13:30:	B-TIME
Surveillance	O
detected	O
Steven	B-PERSON
Frye	B-PERSON
transporting	O
chemical	O
gas	O
through	O
North	O
Kenneth.	O

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
chemical	O
gas	O
in	O
North	O
Paulmouth	O
led	O
by	O
Jared	B-PERSON
Johnson	B-PERSON
at	O
03:00.	B-TIME

Multiple	O
drones	O
carrying	O
chemical	O
gas	O
spotted	O
near	O
East	O
Veronica	O
just	O
after	O
evening.	B-TIME

At	O
20:15,	B-TIME
Michael	B-PERSON
Williams	B-PERSON
met	O
with	O
James	B-PERSON
Allen	B-PERSON
in	O
East	O
Cassandraview	O
to	O
discuss	O
IED.	B-WEAPON

Authorities	O
in	O
Brianside	B-LOCATION
detained	O
Jennifer	B-PERSON
Hughes	O
DVM	B-PERSON
with	O
explosives	O
resembling	O
chemical	O
gas	O
at	O
03:00.	B-TIME

At	O
07:45,	B-TIME
Susan	B-PERSON
Ferguson	B-PERSON
met	O
with	O
Christian	B-PERSON
Hebert	B-PERSON
in	O
Jenniferview	B-LOCATION
to	O
discuss	O
RPG.	B-WEAPON

Authorities	O
in	O
Bentleyborough	B-LOCATION
detained	O
Amanda	B-PERSON
Hanson	B-PERSON
with	O
explosives	O
resembling	O
sniper	O
rifle	O
at	O
dawn.	B-TIME

Andrea	B-PERSON
Huff	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
New	O
Diana	O
using	O
AK-47	B-WEAPON
at	O
13:30.	B-TIME

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
RPG	B-WEAPON
in	O
New	O
Rickyville	O
led	O
by	O
Curtis	B-PERSON
Rangel	B-PERSON
at	O
midnight.	B-TIME

At	O
07:45,	B-TIME
Martin	B-PERSON
Reese	B-PERSON
met	O
with	O
Michael	B-PERSON
Lewis	B-PERSON
in	O
Orozcostad	B-LOCATION
to	O
discuss	O
IED.	B-WEAPON

Angela	B-PERSON
Bernard	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
Port	O
Davidberg	O
using	O
drone	B-WEAPON
at	O
20:15.	B-TIME

Military	O
sources	O
say	O
Andrea	B-PERSON
Munoz	B-PERSON
planned	O
a	O
strike	O
at	O
North	O
Jacobmouth	O
using	O
RPG	B-WEAPON
at	O
07:45.	B-TIME

Jennifer	B-PERSON
Rivera	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Mistyborough	B-LOCATION
around	O
03:00.	B-TIME

At	O
13:30,	B-TIME
Sara	B-PERSON
Forbes	B-PERSON
met	O
with	O
Kyle	B-PERSON
Martinez	B-PERSON
in	O
New	O
Blake	O
to	O
discuss	O
IED.	B-WEAPON

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
drone	B-WEAPON
in	O
North	O
Diamond	O
led	O
by	O
Robert	B-PERSON
Snow	B-PERSON
at	O
13:30.	B-TIME

Military	O
sources	O
say	O
David	B-PERSON
Fox	B-PERSON
planned	O
a	O
strike	O
at	O
South	O
Laura	O
using	O
chemical	O
gas	O
at	O
13:30.	B-TIME

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
IED	B-WEAPON
in	O
Lake	O
Angelborough	O
led	O
by	O
Denise	B-PERSON
Berry	B-PERSON
at	O
13:30.	B-TIME

Authorities	O
in	O
Port	O
Johnfort	B-PERSON
detained	O
Wesley	B-PERSON
Richardson	B-PERSON
with	O
explosives	O
resembling	O
RPG	B-WEAPON
at	O
midnight.	B-TIME

Authorities	O
in	O
Tinafurt	B-LOCATION
detained	O
Kayla	B-PERSON
Johnson	B-PERSON
with	O
explosives	O
resembling	O
RPG	B-WEAPON
at	O
dawn.	B-TIME

A	O
joint	O
operation	O
led	O
by	O
Christina	B-PERSON
Ortiz	B-PERSON
uncovered	O
hidden	O
sniper	O
rifle	O
caches	O
in	O
Port	O
Deniseton.	O

Military	O
sources	O
say	O
Joseph	B-PERSON
Morgan	B-PERSON
planned	O
a	O
strike	O
at	O
South	O
David	O
using	O
chemical	O
gas	O
at	O
13:30.	B-TIME

Authorities	O
in	O
Vanessaville	B-LOCATION
detained	O
Nicole	B-PERSON
Hughes	B-PERSON
with	O
explosives	O
resembling	O
sniper	O
rifle	O
at	O
midnight.	B-TIME

Authorities	O
in	O
New	O
Amanda	O
detained	O
Alex	B-PERSON
Hamilton	B-PERSON
with	O
explosives	O
resembling	O
IED	B-WEAPON
at	O
midnight.	B-TIME

At	O
20:15,	B-TIME
Michael	B-PERSON
Shea	B-PERSON
met	O
with	O
Isaac	B-PERSON
Smith	B-PERSON
in	O
Lake	O
Williamborough	O
to	O
discuss	O
RPG.	B-WEAPON

Authorities	O
in	O
East	O
Mikayla	O
detained	O
Marco	B-PERSON
Wilson	B-PERSON
with	O
explosives	O
resembling	O
RPG	B-WEAPON
at	O
07:45.	B-TIME

Multiple	O
drones	B-WEAPON
carrying	O
drone	B-WEAPON
spotted	O
near	O
Benitezmouth	B-LOCATION
just	O
after	O
03:00.	B-TIME

midnight:	B-TIME
Surveillance	O
detected	O
Ian	B-PERSON
Haynes	B-PERSON
transporting	O
IED	B-WEAPON
through	O
Hughesport.	B-LOCATION

Military	O
sources	O
say	O
Dana	B-PERSON
Walker	B-PERSON
planned	O
a	O
strike	O
at	O
Scottmouth	B-LOCATION
using	O
grenade	B-WEAPON
at	O
07:45.	B-TIME

Matthew	B-PERSON
Harris	B-PERSON
and	O
Michele	B-PERSON
Mendoza	B-PERSON
conducted	O
a	O
drill	O
with	O
grenade	B-WEAPON
near	O
East	O
Steventon	O
around	O
midnight.	B-TIME

At	O
03:00,	B-TIME
Sara	B-PERSON
Jackson	B-PERSON
met	O
with	O
Richard	B-PERSON
Delgado	B-PERSON
in	O
South	O
Veronica	O
to	O
discuss	O
grenade.	B-WEAPON

At	O
07:45,	B-TIME
Nicholas	B-PERSON
Spears	B-PERSON
met	O
with	O
Ashley	B-PERSON
Martin	B-PERSON
in	O
Halemouth	B-LOCATION
to	O
discuss	O
IED.	B-WEAPON

At	O
07:45,	B-TIME
Amanda	B-PERSON
Rodriguez	B-PERSON
met	O
with	O
Robert	B-PERSON
Johnson	B-PERSON
in	O
Kochland	B-LOCATION
to	O
discuss	O
IED.	B-WEAPON

Melanie	B-PERSON
Holmes	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Tracyburgh	B-LOCATION
around	O
evening.	B-TIME

Multiple	O
drones	O
carrying	O
grenade	B-WEAPON
spotted	O
near	O
North	O
Jeremiah	O
just	O
after	O
midnight.	B-TIME

Michael	B-PERSON
Bailey	B-PERSON
and	O
Nicholas	B-PERSON
Webb	B-PERSON
conducted	O
a	O
drill	O
with	O
drone	B-WEAPON
near	O
South	O
Emmaburgh	O
around	O
evening.	B-TIME

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
sniper	O
rifle	O
in	O
Port	O
Jameschester	O
led	O
by	O
Chad	B-PERSON
Owen	B-PERSON
at	O
midnight.	B-TIME

Jonathan	B-PERSON
Johnson	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
North	O
Seanside	O
around	O
07:45.	B-TIME

At	O
midnight,	B-TIME
Carmen	B-PERSON
Parrish	B-PERSON
met	O
with	O
Emily	B-PERSON
Ali	B-PERSON
in	O
Port	O
Edwardview	O
to	O
discuss	O
drone.	B-WEAPON

Military	O
sources	O
say	O
Chris	B-PERSON
Young	B-PERSON
planned	O
a	O
strike	O
at	O
West	O
Travis	O
using	O
chemical	O
gas	O
at	O
midnight.	B-TIME

Authorities	O
in	O
South	O
Jimmy	O
detained	O
James	B-PERSON
Russell	B-PERSON
with	O
explosives	O
resembling	O
AK-47	B-WEAPON
at	O
dawn.	B-TIME

Multiple	O
drones	O
carrying	O
sniper	O
rifle	O
spotted	O
near	O
Port	O
Erikstad	O
just	O
after	O
13:30.	B-TIME

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
AK-47	B-WEAPON
in	O
New	O
Samuel	O
led	O
by	O
Darlene	B-PERSON
Carter	B-PERSON
at	O
evening.	B-TIME

Scott	B-PERSON
Murray	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Robertsshire	B-LOCATION
around	O
evening.	B-TIME

Authorities	O
in	O
North	O
Johnborough	O
detained	O
James	B-PERSON
Khan	B-PERSON
with	O
explosives	O
resembling	O
AK-47	B-WEAPON
at	O
evening.	B-TIME

Julie	B-PERSON
Montoya	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
Richardhaven	B-LOCATION
using	O
AK-47	B-WEAPON
at	O
20:15.	B-TIME

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
sniper	O
rifle	O
in	O
Daltonburgh	B-LOCATION
led	O
by	O
Jonathan	B-PERSON
Brewer	B-PERSON
at	O
13:30.	B-TIME

Lisa	B-PERSON
Dominguez	B-PERSON
warned	O
of	O
an	O
impending	O
attack	O
in	O
East	O
Melissaland	O
using	O
IED	B-WEAPON
at	O
07:45.	B-TIME

Brian	B-PERSON
Landry	B-PERSON
confirmed	O
a	O
suspicious	O
package	O
was	O
found	O
near	O
Garyland	B-LOCATION
around	O
evening.	B-TIME

Bradley	B-PERSON
Holt	B-PERSON
and	O
Bryan	B-PERSON
Wolfe	B-PERSON
conducted	O
a	O
drill	O
with	O
grenade	B-WEAPON
near	O
West	O
Michaelbury	O
around	O
dawn.	B-TIME

At	O
13:30,	B-TIME
Michael	B-PERSON
Howard	B-PERSON
met	O
with	O
Theresa	B-PERSON
Rodriguez	B-PERSON
in	O
South	O
Zachary	O
to	O
discuss	O
IED.	B-WEAPON

Security	O
forces	O
responded	O
to	O
a	O
threat	O
involving	O
chemical	O
gas	O
in	O
East	O
Robert	O
led	O
by	O
Jennifer	B-PERSON
Keller	B-PERSON
at	O
13:30.	B-TIME

At	O
midnight,	B-TIME
Melissa	B-PERSON
Kelly	B-PERSON
met	O
with	O
Ryan	B-PERSON
Williams	B-PERSON
in	O
Stevenhaven	B-LOCATION
to	O
discuss	O
sniper	O
rifle.	O

Authorities	O
in	O
Lake	O
Stephanie	O
detained	O
Robert	B-PERSON
Hutchinson	B-PERSON
with	O
explosives	O
resembling	O
sniper	O
rifle	O
at	O
dawn.	B-TIME

midnight:	B-TIME
Surveillance	O
detected	O
Shawn	B-PERSON
Cortez	B-PERSON
transporting	O
AK-47	B-WEAPON
through	O
Loveton.	B-LOCATION

Military	O
sources	O
say	O
Nicole	B-PERSON
Drake	B-PERSON
planned	O
a	O
strike	O
at	O
Jamesborough	B-LOCATION
using	O
grenade	B-WEAPON
at	O
midnight.	B-TIME

07:45:	B-TIME
Surveillance	O
detected	O
Nathan	B-PERSON
Lester	B-PERSON
transporting	O
chemical	O
gas	O
through	O
Lake	O
Miguel.	O

Authorities	O
in	O
Gonzalezton	B-LOCATION
detained	O
Erin	B-PERSON
Ruiz	B-PERSON
with	O
explosives	O
resembling	O
sniper	O
rifle	O
at	O
20:15.	B-TIME

A	O
joint	O
operation	O
led	O
by	O
David	B-PERSON
Ortiz	B-PERSON
uncovered	O
hidden	O
